"State"	"Customer Lifetime Value"	"Coverage"	"Education"	"EmploymentStatus"	"Gender"	"Income"	"Monthly Premium Auto"	"Months Since Last Claim"	"Months Since Policy Inception"	"Number of Open Complaints"	"Number of Policies"	"Policy Type"	"Total Claim Amount"	"Vehicle Class"	"Vehicle Size"
"3207"	"Oregon"	4929.549699	"Basic"	"Bachelor"	"Employed"	"M"	25632	63	27	52	0	7	"Personal Auto"	351.270869	"Two-Door Car"	"Medsize"
"3208"	"Oregon"	3289.120863	"Extended"	"College"	"Employed"	"M"	40097	92	23	35	4	1	"Personal Auto"	227.221652	"Two-Door Car"	"Medsize"
"3209"	"Nevada"	2771.045031	"Basic"	"College"	"Employed"	"F"	50071	71	3	32	0	1	"Personal Auto"	18.918935	"Two-Door Car"	"Medsize"
"3210"	"Arizona"	6899.709949	"Extended"	"High School or Below"	"Employed"	"M"	37308	86	19	69	0	9	"Personal Auto"	301.011106	"Four-Door Car"	"Medsize"
"3211"	"Arizona"	5112.306584	"Extended"	"College"	"Employed"	"M"	44743	137	16	55	4	1	"Personal Auto"	741.300032	"SUV"	"Small"
"3212"	"Washington"	4109.793608	"Basic"	"Bachelor"	"Employed"	"M"	86657	103	22	51	0	1	"Personal Auto"	316.227946	"Sports Car"	"Small"
"3213"	"Washington"	27440.61101	"Extended"	"High School or Below"	"Employed"	"M"	84306	137	16	37	0	2	"Personal Auto"	863.413385	"SUV"	"Large"
"3214"	"California"	20957.60504	"Basic"	"College"	"Unemployed"	"F"	0	118	29	45	0	2	"Personal Auto"	566.4	"SUV"	"Medsize"
"3215"	"California"	2548.842787	"Basic"	"Bachelor"	"Employed"	"M"	47346	65	6	35	0	1	"Personal Auto"	312	"Four-Door Car"	"Small"
"3216"	"Nevada"	2714.654446	"Basic"	"Bachelor"	"Employed"	"M"	88545	68	25	33	0	1	"Personal Auto"	374.108319	"Four-Door Car"	"Large"
"3217"	"California"	5790.462518	"Basic"	"Bachelor"	"Employed"	"F"	52443	73	0	47	1	4	"Corporate Auto"	350.4	"Four-Door Car"	"Medsize"
"3218"	"Oregon"	7627.31479	"Extended"	"Bachelor"	"Employed"	"F"	36084	99	3	9	1	7	"Corporate Auto"	152.779038	"Two-Door Car"	"Medsize"
"3219"	"Arizona"	7903.993374	"Basic"	"Master"	"Employed"	"F"	35406	69	13	15	4	2	"Corporate Auto"	67.504452	"Four-Door Car"	"Small"
"3220"	"Oregon"	5293.717318	"Basic"	"High School or Below"	"Unemployed"	"F"	0	74	14	43	0	4	"Personal Auto"	712.126586	"Four-Door Car"	"Small"
"3221"	"California"	3673.990748	"Extended"	"Bachelor"	"Employed"	"M"	41185	99	20	6	4	1	"Special Auto"	363.613596	"Four-Door Car"	"Medsize"
"3222"	"Oregon"	2452.059049	"Basic"	"College"	"Employed"	"F"	30216	63	18	74	0	1	"Corporate Auto"	302.4	"Four-Door Car"	"Medsize"
"3223"	"California"	7255.714453	"Extended"	"College"	"Medical Leave"	"M"	10710	94	12	33	0	7	"Personal Auto"	451.2	"Two-Door Car"	"Small"
"3224"	"Arizona"	7412.962014	"Premium"	"College"	"Unemployed"	"M"	0	112	32	74	0	5	"Personal Auto"	806.4	"Four-Door Car"	"Medsize"
"3225"	"Nevada"	9048.983447	"Basic"	"High School or Below"	"Unemployed"	"M"	0	119	9	8	0	3	"Personal Auto"	571.2	"Sports Car"	"Medsize"
"3226"	"Oregon"	4270.034394	"Extended"	"College"	"Unemployed"	"M"	0	122	27	2	0	1	"Corporate Auto"	725.870693	"SUV"	"Medsize"
"3227"	"Oregon"	4929.549699	"Basic"	"Bachelor"	"Employed"	"M"	25632	63	27	52	0	7	"Personal Auto"	351.270869	"Two-Door Car"	"Medsize"
"3228"	"Oregon"	5568.889245	"Basic"	"College"	"Employed"	"F"	53295	70	12	97	0	8	"Personal Auto"	250.423844	"Four-Door Car"	"Small"
"3229"	"Oregon"	2542.845763	"Basic"	"College"	"Employed"	"F"	37072	64	1	1	0	1	"Personal Auto"	307.2	"Four-Door Car"	"Large"
"3230"	"Washington"	10484.91535	"Extended"	"College"	"Employed"	"F"	61108	89	22	93	0	2	"Personal Auto"	49.451117	"Four-Door Car"	"Medsize"
"3231"	"California"	6310.400194	"Extended"	"High School or Below"	"Employed"	"M"	79880	79	22	68	1	7	"Personal Auto"	568.8	"Two-Door Car"	"Medsize"
"3232"	"Washington"	8106.221539	"Basic"	"Master"	"Employed"	"M"	81580	101	2	56	0	6	"Personal Auto"	633.439417	"SUV"	"Medsize"
"3233"	"Arizona"	3398.007367	"Extended"	"High School or Below"	"Unemployed"	"F"	0	92	7	75	0	1	"Personal Auto"	611.844584	"Two-Door Car"	"Medsize"
"3234"	"Arizona"	16301.9676	"Extended"	"Master"	"Retired"	"F"	19614	85	21	32	0	2	"Personal Auto"	574.024018	"Two-Door Car"	"Medsize"
"3235"	"California"	2722.408776	"Basic"	"High School or Below"	"Employed"	"M"	58620	68	8	60	0	1	"Personal Auto"	292.135884	"Two-Door Car"	"Large"
"3236"	"Arizona"	4904.894731	"Extended"	"College"	"Retired"	"F"	12902	139	3	51	0	1	"Personal Auto"	667.2	"Sports Car"	"Medsize"
"3237"	"Oregon"	3785.754787	"Extended"	"Bachelor"	"Employed"	"F"	26318	96	23	29	0	1	"Personal Auto"	679.392372	"Two-Door Car"	"Medsize"
"3238"	"Oregon"	4200.818894	"Basic"	"Bachelor"	"Retired"	"M"	20263	63	31	2	0	7	"Personal Auto"	373.454457	"Four-Door Car"	"Small"
"3239"	"Oregon"	3619.060986	"Extended"	"Bachelor"	"Unemployed"	"F"	0	98	27	47	0	1	"Personal Auto"	310.842085	"Four-Door Car"	"Medsize"
"3240"	"Arizona"	4880.713626	"Extended"	"College"	"Employed"	"M"	52819	124	16	89	0	1	"Personal Auto"	282.500791	"SUV"	"Medsize"
"3241"	"Oregon"	12687.15484	"Basic"	"College"	"Employed"	"F"	63918	64	4	14	0	2	"Personal Auto"	307.2	"Four-Door Car"	"Small"
"3242"	"Oregon"	4848.90183	"Basic"	"College"	"Unemployed"	"F"	0	66	11	60	0	3	"Personal Auto"	316.8	"Four-Door Car"	"Small"
"3243"	"Oregon"	4334.064096	"Extended"	"Bachelor"	"Retired"	"F"	23904	123	1	67	3	1	"Corporate Auto"	590.4	"SUV"	"Medsize"
"3244"	"Oregon"	6677.418103	"Extended"	"College"	"Unemployed"	"M"	0	97	10	77	1	9	"Personal Auto"	251.63901	"Two-Door Car"	"Medsize"
"3245"	"Arizona"	8973.110905	"Basic"	"Master"	"Employed"	"F"	69736	111	11	7	0	3	"Personal Auto"	424.424732	"SUV"	"Medsize"
"3246"	"California"	7109.296548	"Premium"	"Bachelor"	"Employed"	"M"	69700	181	9	49	0	1	"Personal Auto"	645.921338	"SUV"	"Medsize"
"3247"	"Arizona"	10208.92761	"Extended"	"College"	"Employed"	"F"	35482	129	21	59	0	3	"Personal Auto"	619.2	"SUV"	"Medsize"
"3248"	"Arizona"	2719.506996	"Basic"	"College"	"Retired"	"F"	14030	72	11	3	0	1	"Corporate Auto"	345.6	"Two-Door Car"	"Large"
"3249"	"California"	4465.604359	"Basic"	"Bachelor"	"Employed"	"F"	50909	112	11	39	0	1	"Personal Auto"	339.048157	"SUV"	"Medsize"
"3250"	"Arizona"	5593.434009	"Basic"	"Bachelor"	"Employed"	"F"	96406	69	16	64	0	8	"Personal Auto"	331.2	"Two-Door Car"	"Medsize"
"3251"	"Oregon"	6768.997027	"Extended"	"Bachelor"	"Employed"	"F"	77001	85	4	58	0	3	"Special Auto"	408	"Four-Door Car"	"Medsize"
"3252"	"Oregon"	2454.589361	"Basic"	"Bachelor"	"Unemployed"	"F"	0	72	25	4	0	1	"Personal Auto"	518.4	"Two-Door Car"	"Medsize"
"3253"	"California"	2576.380679	"Basic"	"Bachelor"	"Employed"	"M"	24732	67	4	49	0	1	"Corporate Auto"	321.6	"Four-Door Car"	"Small"
"3254"	"Oregon"	4282.947971	"Basic"	"College"	"Employed"	"F"	40864	109	16	70	1	1	"Personal Auto"	166.937747	"SUV"	"Medsize"
"3255"	"California"	5845.426201	"Basic"	"Bachelor"	"Employed"	"F"	43145	73	1	0	0	6	"Corporate Auto"	516.421124	"Two-Door Car"	"Medsize"
"3256"	"Oregon"	10484.91535	"Extended"	"College"	"Employed"	"F"	61108	89	22	93	0	2	"Corporate Auto"	49.451117	"Four-Door Car"	"Medsize"
"3257"	"California"	5509.377781	"Basic"	"Bachelor"	"Employed"	"M"	34236	70	3	87	0	8	"Corporate Auto"	336	"Four-Door Car"	"Small"
"3258"	"Arizona"	3011.344686	"Extended"	"College"	"Employed"	"M"	39010	78	27	99	2	1	"Personal Auto"	374.4	"Four-Door Car"	"Medsize"
"3259"	"California"	2698.355517	"Basic"	"High School or Below"	"Employed"	"M"	88867	69	6	2	1	1	"Personal Auto"	331.2	"Four-Door Car"	"Medsize"
"3260"	"California"	6105.801637	"Extended"	"Bachelor"	"Unemployed"	"M"	0	84	0	57	0	5	"Personal Auto"	395.740207	"Four-Door Car"	"Medsize"
"3261"	"Washington"	8558.038795	"Basic"	"High School or Below"	"Medical Leave"	"M"	13908	116	12	74	2	8	"Corporate Auto"	804.130779	"SUV"	"Medsize"
"3262"	"Washington"	5568.947534	"Extended"	"High School or Below"	"Unemployed"	"M"	0	79	21	53	1	7	"Personal Auto"	407.440238	"Two-Door Car"	"Medsize"
"3263"	"Oregon"	11042.29006	"Basic"	"College"	"Unemployed"	"F"	0	64	14	91	0	2	"Personal Auto"	415.803174	"Four-Door Car"	"Medsize"
"3264"	"California"	23594.6802	"Basic"	"Bachelor"	"Employed"	"M"	76358	66	25	3	0	2	"Personal Auto"	86.461582	"Four-Door Car"	"Medsize"
"3265"	"Oregon"	4726.869327	"Extended"	"Bachelor"	"Medical Leave"	"F"	13037	124	28	49	0	1	"Personal Auto"	839.348464	"SUV"	"Small"
"3266"	"Arizona"	6054.488387	"Extended"	"Master"	"Disabled"	"F"	17200	83	5	62	4	8	"Personal Auto"	48.780064	"Four-Door Car"	"Medsize"
"3267"	"Washington"	9654.523307	"Extended"	"Bachelor"	"Employed"	"M"	67772	82	29	27	0	2	"Personal Auto"	502.580472	"Four-Door Car"	"Medsize"
"3268"	"Oregon"	47155.62558	"Extended"	"High School or Below"	"Employed"	"M"	39891	133	12	31	0	2	"Personal Auto"	630.888663	"SUV"	"Medsize"
"3269"	"Washington"	4530.385427	"Basic"	"Doctor"	"Employed"	"F"	52957	112	14	92	0	1	"Personal Auto"	425.423198	"Sports Car"	"Medsize"
"3270"	"Oregon"	7276.340609	"Basic"	"College"	"Unemployed"	"F"	0	108	11	84	2	3	"Corporate Auto"	777.6	"Sports Car"	"Medsize"
"3271"	"Oregon"	3861.486269	"Extended"	"College"	"Employed"	"F"	93272	95	3	54	0	1	"Personal Auto"	281.110788	"Four-Door Car"	"Medsize"
"3272"	"California"	15167.04402	"Basic"	"Master"	"Employed"	"M"	40467	197	1	84	3	3	"Personal Auto"	518.78464	"Luxury SUV"	"Medsize"
"3273"	"Oregon"	7126.471703	"Basic"	"Bachelor"	"Employed"	"M"	30895	62	10	35	0	2	"Personal Auto"	297.6	"Four-Door Car"	"Small"
"3274"	"Oregon"	2034.993043	"Basic"	"Bachelor"	"Unemployed"	"M"	0	62	29	59	2	1	"Personal Auto"	446.4	"Four-Door Car"	"Medsize"
"3275"	"Oregon"	30718.8124	"Basic"	"Bachelor"	"Employed"	"F"	90607	109	1	48	0	2	"Special Auto"	243.467617	"SUV"	"Medsize"
"3276"	"Oregon"	4221.312544	"Basic"	"High School or Below"	"Unemployed"	"M"	0	62	12	68	0	3	"Personal Auto"	614.081483	"Four-Door Car"	"Small"
"3277"	"Arizona"	9701.027271	"Extended"	"College"	"Employed"	"F"	45668	80	7	55	0	2	"Personal Auto"	344.767795	"Four-Door Car"	"Medsize"
"3278"	"California"	2713.560376	"Basic"	"College"	"Unemployed"	"F"	0	74	35	77	0	1	"Personal Auto"	299.635989	"Four-Door Car"	"Medsize"
"3279"	"California"	22103.5072	"Basic"	"College"	"Unemployed"	"M"	0	102	35	48	0	2	"Personal Auto"	489.6	"SUV"	"Medsize"
"3280"	"Oregon"	5633.531703	"Basic"	"College"	"Employed"	"M"	90289	71	9	10	1	3	"Personal Auto"	22.193348	"Four-Door Car"	"Medsize"
"3281"	"Oregon"	4237.370769	"Basic"	"Bachelor"	"Retired"	"M"	29465	118	24	49	1	1	"Personal Auto"	566.4	"SUV"	"Medsize"
"3282"	"Oregon"	2858.287371	"Basic"	"Bachelor"	"Employed"	"M"	81893	73	20	70	3	1	"Corporate Auto"	151.381353	"Four-Door Car"	"Medsize"
"3283"	"Arizona"	9152.489511	"Premium"	"High School or Below"	"Employed"	"F"	60423	114	23	44	0	9	"Personal Auto"	137.611531	"Four-Door Car"	"Medsize"
"3284"	"Oregon"	5406.876611	"Basic"	"Bachelor"	"Employed"	"M"	27166	71	29	51	0	5	"Personal Auto"	340.8	"Four-Door Car"	"Medsize"
"3285"	"Washington"	17288.55405	"Premium"	"College"	"Unemployed"	"F"	0	158	3	10	0	2	"Special Auto"	758.4	"SUV"	"Small"
"3286"	"Washington"	2472.253893	"Basic"	"High School or Below"	"Employed"	"F"	62006	61	31	96	0	1	"Personal Auto"	292.8	"Four-Door Car"	"Large"
"3287"	"Oregon"	2432.169223	"Basic"	"High School or Below"	"Unemployed"	"F"	0	69	2	50	0	1	"Personal Auto"	764.201478	"Four-Door Car"	"Medsize"
"3288"	"California"	25464.82059	"Extended"	"College"	"Retired"	"F"	13663	97	1	66	0	2	"Corporate Auto"	465.6	"Four-Door Car"	"Small"
"3289"	"California"	2229.361773	"Basic"	"High School or Below"	"Unemployed"	"M"	0	61	27	57	0	1	"Personal Auto"	292.8	"Four-Door Car"	"Medsize"
"3290"	"Arizona"	2507.884662	"Basic"	"Doctor"	"Employed"	"M"	97673	63	21	49	0	1	"Personal Auto"	178.762806	"Four-Door Car"	"Medsize"
"3291"	"Nevada"	9500.08167	"Premium"	"High School or Below"	"Employed"	"F"	96276	117	33	81	0	6	"Personal Auto"	553.50361	"Four-Door Car"	"Medsize"
"3292"	"Washington"	2935.988346	"Basic"	"High School or Below"	"Employed"	"F"	73847	73	34	51	1	1	"Personal Auto"	350.4	"Two-Door Car"	"Small"
"3293"	"California"	5493.02213	"Basic"	"High School or Below"	"Employed"	"M"	24976	72	2	60	1	3	"Personal Auto"	566.199335	"Two-Door Car"	"Medsize"
"3294"	"California"	5386.325174	"Basic"	"College"	"Employed"	"F"	33716	68	18	67	1	3	"Personal Auto"	349.431986	"Four-Door Car"	"Small"
"3295"	"Arizona"	4384.854616	"Basic"	"College"	"Medical Leave"	"F"	23480	117	6	89	0	1	"Personal Auto"	842.4	"SUV"	"Medsize"
"3296"	"Oregon"	5789.8509	"Basic"	"Doctor"	"Employed"	"F"	77221	71	2	49	0	7	"Personal Auto"	259.591385	"Four-Door Car"	"Medsize"
"3297"	"Nevada"	5678.050167	"Extended"	"Bachelor"	"Unemployed"	"F"	0	76	8	44	0	3	"Personal Auto"	364.8	"Four-Door Car"	"Small"
"3298"	"Arizona"	4944.240345	"Basic"	"Master"	"Employed"	"M"	40463	61	17	21	0	6	"Personal Auto"	292.8	"Four-Door Car"	"Small"
"3299"	"Nevada"	7507.455372	"Basic"	"College"	"Employed"	"M"	60920	64	10	61	0	2	"Personal Auto"	231.201886	"Two-Door Car"	"Medsize"
"3300"	"Arizona"	5332.462694	"Basic"	"Doctor"	"Employed"	"F"	68931	66	32	30	0	7	"Special Auto"	309.577946	"Four-Door Car"	"Medsize"
"3301"	"Oregon"	5475.337618	"Basic"	"Bachelor"	"Employed"	"F"	88251	68	3	2	0	3	"Personal Auto"	267.214383	"Four-Door Car"	"Medsize"
"3302"	"Oregon"	2274.647023	"Basic"	"College"	"Unemployed"	"F"	0	65	21	40	0	1	"Corporate Auto"	468	"Two-Door Car"	"Small"
"3303"	"Washington"	6005.214792	"Extended"	"High School or Below"	"Employed"	"M"	26876	76	17	72	0	8	"Corporate Auto"	364.8	"Four-Door Car"	"Medsize"
"3304"	"Washington"	18321.41903	"Extended"	"College"	"Employed"	"M"	88592	76	19	1	0	2	"Corporate Auto"	199.79727	"Four-Door Car"	"Large"
"3305"	"California"	8078.53085	"Premium"	"Bachelor"	"Unemployed"	"F"	0	114	1	39	1	5	"Personal Auto"	547.2	"Four-Door Car"	"Medsize"
"3306"	"Arizona"	3664.22055	"Basic"	"High School or Below"	"Unemployed"	"M"	0	103	8	75	0	1	"Personal Auto"	642.773149	"SUV"	"Medsize"
"3307"	"Arizona"	2960.029328	"Extended"	"High School or Below"	"Unemployed"	"F"	0	82	0	28	0	1	"Personal Auto"	590.4	"Four-Door Car"	"Medsize"
"3308"	"Arizona"	2496.167004	"Basic"	"Bachelor"	"Employed"	"M"	49136	64	7	95	0	1	"Personal Auto"	307.2	"Four-Door Car"	"Medsize"
"3309"	"Oregon"	4650.68277	"Basic"	"College"	"Unemployed"	"M"	0	68	17	66	0	3	"Personal Auto"	722.877299	"Two-Door Car"	"Medsize"
"3310"	"Nevada"	14002.37819	"Basic"	"College"	"Employed"	"M"	67627	117	5	43	0	2	"Corporate Auto"	561.6	"SUV"	"Medsize"
"3311"	"California"	7462.926263	"Extended"	"College"	"Employed"	"F"	70263	93	30	66	0	5	"Personal Auto"	7.345946	"Two-Door Car"	"Small"
"3312"	"Arizona"	3653.703458	"Extended"	"College"	"Employed"	"F"	74126	90	14	76	0	1	"Corporate Auto"	478.751065	"Two-Door Car"	"Medsize"
"3313"	"California"	5638.543833	"Basic"	"High School or Below"	"Employed"	"F"	74286	70	27	0	0	3	"Personal Auto"	277.585067	"Two-Door Car"	"Medsize"
"3314"	"Oregon"	4475.05212	"Basic"	"High School or Below"	"Employed"	"F"	97949	112	9	13	3	1	"Personal Auto"	324.812083	"SUV"	"Small"
"3315"	"California"	2719.853023	"Basic"	"Bachelor"	"Employed"	"M"	41005	70	22	37	0	1	"Personal Auto"	336	"Four-Door Car"	"Medsize"
"3316"	"Arizona"	4542.405346	"Basic"	"High School or Below"	"Employed"	"M"	29875	119	9	36	1	1	"Corporate Auto"	571.2	"Sports Car"	"Medsize"
"3317"	"Arizona"	12875.59874	"Basic"	"Bachelor"	"Retired"	"M"	26121	119	12	51	0	2	"Personal Auto"	754.115474	"SUV"	"Medsize"
"3318"	"Oregon"	2300.691547	"Basic"	"Bachelor"	"Retired"	"M"	25905	63	21	12	0	1	"Corporate Auto"	302.4	"Four-Door Car"	"Large"
"3319"	"California"	8364.559003	"Basic"	"College"	"Employed"	"M"	72117	70	1	98	0	2	"Personal Auto"	106.737787	"Four-Door Car"	"Medsize"
"3320"	"Oregon"	14024.35839	"Premium"	"High School or Below"	"Employed"	"F"	81872	115	10	55	0	2	"Corporate Auto"	256.43803	"Four-Door Car"	"Medsize"
"3321"	"Oregon"	27789.69235	"Extended"	"Bachelor"	"Employed"	"F"	33806	89	32	59	0	2	"Corporate Auto"	395.729716	"Four-Door Car"	"Medsize"
"3322"	"California"	3588.926491	"Basic"	"College"	"Unemployed"	"M"	0	106	20	51	0	1	"Personal Auto"	763.2	"SUV"	"Medsize"
"3323"	"California"	4386.277558	"Basic"	"College"	"Retired"	"M"	10621	67	28	22	0	5	"Personal Auto"	321.6	"Four-Door Car"	"Medsize"
"3324"	"Oregon"	6647.846187	"Basic"	"Bachelor"	"Unemployed"	"F"	0	65	34	27	0	2	"Personal Auto"	312	"Four-Door Car"	"Medsize"
"3325"	"Oregon"	6753.428413	"Extended"	"College"	"Employed"	"F"	44213	85	15	58	0	3	"Personal Auto"	77.523904	"Four-Door Car"	"Medsize"
"3326"	"California"	4762.823136	"Basic"	"Bachelor"	"Unemployed"	"M"	0	65	10	11	0	3	"Personal Auto"	366.212945	"Four-Door Car"	"Medsize"
"3327"	"Nevada"	4904.894731	"Extended"	"College"	"Retired"	"F"	12902	139	3	51	0	1	"Corporate Auto"	667.2	"Sports Car"	"Medsize"
"3328"	"Oregon"	4764.861739	"Basic"	"High School or Below"	"Employed"	"M"	78757	119	8	56	3	1	"Personal Auto"	383.797363	"Sports Car"	"Medsize"
"3329"	"Oregon"	3567.503755	"Basic"	"Bachelor"	"Unemployed"	"M"	0	102	28	11	0	1	"Personal Auto"	660.430456	"SUV"	"Medsize"
"3330"	"Oregon"	3903.802262	"Extended"	"High School or Below"	"Employed"	"M"	51833	99	1	18	0	1	"Personal Auto"	190.509609	"Four-Door Car"	"Medsize"
"3331"	"California"	10442.43404	"Extended"	"High School or Below"	"Employed"	"F"	30786	90	3	5	0	2	"Personal Auto"	28.649762	"Four-Door Car"	"Large"
"3332"	"California"	2498.963061	"Basic"	"Bachelor"	"Employed"	"M"	76792	62	12	27	0	1	"Personal Auto"	297.6	"Four-Door Car"	"Medsize"
"3333"	"California"	2862.563059	"Basic"	"Bachelor"	"Employed"	"F"	76356	71	4	61	2	1	"Personal Auto"	340.8	"Two-Door Car"	"Medsize"
"3334"	"California"	5989.773931	"Premium"	"College"	"Employed"	"M"	66839	154	33	24	0	1	"Personal Auto"	739.2	"Sports Car"	"Medsize"
"3335"	"Oregon"	7143.035873	"Extended"	"High School or Below"	"Employed"	"M"	59789	90	9	81	0	3	"Personal Auto"	527.539078	"Four-Door Car"	"Large"
"3336"	"Washington"	2549.786069	"Basic"	"Bachelor"	"Employed"	"M"	72217	64	13	15	0	1	"Personal Auto"	91.146661	"Four-Door Car"	"Medsize"
"3337"	"California"	12047.775	"Premium"	"Bachelor"	"Employed"	"F"	43324	101	8	17	0	2	"Corporate Auto"	284.667612	"Two-Door Car"	"Medsize"
"3338"	"Oregon"	20461.1545	"Premium"	"Bachelor"	"Employed"	"M"	87502	102	20	28	0	2	"Personal Auto"	421.111226	"Four-Door Car"	"Medsize"
"3339"	"California"	2781.589027	"Basic"	"High School or Below"	"Unemployed"	"F"	0	74	8	13	0	1	"Personal Auto"	532.8	"Four-Door Car"	"Medsize"
"3340"	"Arizona"	4834.710493	"Basic"	"College"	"Employed"	"F"	38713	66	31	69	4	6	"Personal Auto"	316.8	"Four-Door Car"	"Medsize"
"3341"	"Washington"	7610.540153	"Basic"	"High School or Below"	"Employed"	"M"	51878	66	10	16	1	2	"Personal Auto"	316.8	"Four-Door Car"	"Medsize"
"3342"	"Arizona"	2159.251473	"Basic"	"College"	"Unemployed"	"M"	0	61	9	39	0	1	"Personal Auto"	292.8	"Four-Door Car"	"Medsize"
"3343"	"California"	8420.43119	"Basic"	"College"	"Disabled"	"M"	28617	112	20	57	0	9	"Personal Auto"	797.595611	"SUV"	"Medsize"
"3344"	"California"	13530.02906	"Extended"	"Doctor"	"Employed"	"F"	75037	85	5	27	2	2	"Personal Auto"	180.555113	"Four-Door Car"	"Small"
"3345"	"Oregon"	8798.312515	"Premium"	"Bachelor"	"Employed"	"F"	24550	111	12	6	0	9	"Personal Auto"	536.00374	"Four-Door Car"	"Small"
"3346"	"Arizona"	4595.043966	"Basic"	"Bachelor"	"Unemployed"	"F"	0	64	16	62	0	6	"Personal Auto"	460.8	"Two-Door Car"	"Small"
"3347"	"California"	6545.802896	"Extended"	"High School or Below"	"Employed"	"M"	55366	86	11	54	2	4	"Personal Auto"	455.714395	"Four-Door Car"	"Medsize"
"3348"	"Nevada"	5443.761524	"Basic"	"High School or Below"	"Employed"	"F"	41449	69	16	96	1	3	"Personal Auto"	331.2	"Two-Door Car"	"Medsize"
"3349"	"California"	7957.630101	"Basic"	"High School or Below"	"Employed"	"M"	51125	67	3	67	0	2	"Personal Auto"	430.29174	"Four-Door Car"	"Medsize"
"3350"	"Arizona"	2444.741307	"Basic"	"College"	"Unemployed"	"M"	0	71	8	59	1	1	"Personal Auto"	244.587596	"Four-Door Car"	"Medsize"
"3351"	"Washington"	8590.334983	"Basic"	"Bachelor"	"Employed"	"F"	63110	72	23	84	0	2	"Personal Auto"	68.179721	"Four-Door Car"	"Medsize"
"3352"	"Oregon"	2730.3538	"Basic"	"College"	"Employed"	"F"	63401	68	1	18	0	1	"Personal Auto"	202.938048	"Four-Door Car"	"Medsize"
"3353"	"Oregon"	2925.726685	"Basic"	"College"	"Employed"	"F"	30752	73	2	37	0	1	"Personal Auto"	400.294003	"Four-Door Car"	"Small"
"3354"	"California"	5331.737284	"Basic"	"High School or Below"	"Employed"	"M"	60986	67	30	32	0	5	"Corporate Auto"	417.781693	"Four-Door Car"	"Medsize"
"3355"	"Arizona"	11320.82704	"Premium"	"College"	"Employed"	"M"	41692	101	21	15	1	2	"Corporate Auto"	245.968629	"Four-Door Car"	"Medsize"
"3356"	"Oregon"	5130.823951	"Basic"	"Master"	"Disabled"	"M"	12940	68	7	36	0	3	"Personal Auto"	268.1726	"Two-Door Car"	"Large"
"3357"	"Washington"	7919.832069	"Basic"	"Master"	"Unemployed"	"M"	0	70	13	18	0	2	"Personal Auto"	336	"Four-Door Car"	"Medsize"
"3358"	"Oregon"	2619.337376	"Basic"	"Bachelor"	"Employed"	"M"	78618	66	7	56	0	1	"Personal Auto"	225.578841	"Two-Door Car"	"Medsize"
"3359"	"California"	9591.232645	"Premium"	"College"	"Employed"	"M"	54538	119	32	63	0	6	"Personal Auto"	507.799325	"Four-Door Car"	"Medsize"
"3360"	"Nevada"	4196.652176	"Basic"	"High School or Below"	"Unemployed"	"M"	0	64	35	75	1	7	"Personal Auto"	774.737185	"Two-Door Car"	"Medsize"
"3361"	"Arizona"	7887.964945	"Basic"	"High School or Below"	"Employed"	"F"	76590	65	0	91	0	2	"Personal Auto"	183.293091	"Four-Door Car"	"Large"
"3362"	"Oregon"	8676.698631	"Basic"	"High School or Below"	"Employed"	"M"	76214	72	7	48	0	2	"Special Auto"	202.81373	"Four-Door Car"	"Medsize"
"3363"	"Arizona"	6568.75877	"Extended"	"High School or Below"	"Disabled"	"F"	25876	83	29	46	0	3	"Personal Auto"	398.4	"Two-Door Car"	"Medsize"
"3364"	"Nevada"	3644.833554	"Extended"	"High School or Below"	"Employed"	"F"	82477	90	1	69	0	1	"Personal Auto"	432	"Two-Door Car"	"Large"
"3365"	"Arizona"	3910.697956	"Extended"	"Bachelor"	"Employed"	"F"	58713	98	8	4	0	1	"Special Auto"	470.4	"Four-Door Car"	"Small"
"3366"	"California"	24337.38181	"Extended"	"High School or Below"	"Unemployed"	"M"	0	85	5	15	1	2	"Personal Auto"	612	"Four-Door Car"	"Medsize"
"3367"	"Nevada"	12547.42888	"Premium"	"High School or Below"	"Employed"	"M"	32857	105	24	15	0	2	"Corporate Auto"	504	"Four-Door Car"	"Medsize"
"3368"	"Nevada"	4582.685265	"Basic"	"College"	"Medical Leave"	"M"	19065	61	28	29	0	7	"Personal Auto"	292.8	"Two-Door Car"	"Medsize"
"3369"	"Washington"	2864.093984	"Extended"	"Bachelor"	"Unemployed"	"F"	0	83	17	30	0	1	"Personal Auto"	825.29011	"Two-Door Car"	"Medsize"
"3370"	"California"	30850.58677	"Basic"	"High School or Below"	"Disabled"	"M"	25503	115	12	59	0	2	"Personal Auto"	552	"SUV"	"Medsize"
"3371"	"Arizona"	7366.093547	"Extended"	"High School or Below"	"Employed"	"M"	30250	93	1	98	0	6	"Personal Auto"	398.100233	"Four-Door Car"	"Medsize"
"3372"	"Oregon"	4224.832303	"Basic"	"Bachelor"	"Unemployed"	"M"	0	63	9	88	0	8	"Personal Auto"	453.6	"Four-Door Car"	"Medsize"
"3373"	"California"	8256.2978	"Basic"	"Bachelor"	"Employed"	"F"	62902	69	14	94	0	2	"Personal Auto"	159.383042	"Two-Door Car"	"Medsize"
"3374"	"Oregon"	7498.824515	"Basic"	"Master"	"Unemployed"	"F"	0	66	5	17	0	2	"Personal Auto"	316.8	"Four-Door Car"	"Medsize"
